comment_id,comment
74832,assigns valuation grade fortis healthcare 
74833,retains valuation grade era infra 
74834,realty bytes 
74836,lowers fair value chemical 
74837,retains valuation grade diamines chem 
74838,maintains valuation grade electrosteel 
74839,assigns fair value ramkrishna forgings 
74841,revises fair value kandagiri spinning 
74848,assigns national grade pgdm program xavier inst 
74850,put l&t ivrcl sadbhav engg 
74851,maintains fair value phoenix mills 
74852,assigns valuation grade shriram city 
74853,revises fair value hitech plast 
74854,retains fair value ashiana housing 
74855,assigns valuation grade punjab chemicals 
74860,assigns fundamental grade gandhimathi 
74861,assigns fair value omkar speciality 
74871,private banks continue remain robust 
74880,goods yet dawn 
74881,nifty may rally up 
74884,maintains valuation grade spanco 
74885,revises fair value plastiblends 
74886,assigns valuation grade c&c constructions 
74887,assigns valuation grade abg shipyard 
74889,cement prices continue northward trajectory 
74893,assigns [sl] aaa rating icici bank lanka branch 
74897,electronic toll collection save bn annually 
74903,list new bank loan assigns nov 
74908,retains fair value apollo hospitals 
74911,assigns bb rating adinath silks bank facilities 
74935,assigns valuation grade knr construction 
74936,maintains fundamental grade panacea biotec 
74937,assigns valuation grade jm 
74940,assigns fair value nahar spinning mills 
74941,ship breakers cash shipping industry downturn 
74944,affirms bank barodas 
74945,fdi multi-brand gradual 
74946,union bank affirmed aa+(ind) stable 
74947,revises dhanlaxmi bank`s outlook stable 
74949,chart check 
74950,asset backed securitisation transactions fared 
74952,assigns fundamental grade ` ` pfc 
74957,assigns valuation grade phillips carbon 
74958,retains valuation grade zylog systems 
74959,revise fair value sangam 
74960,revises fair value maharaja shree 
74961,assigns valuation grade responsive ind 
74962,assigns valuation grade century plyboards 
74963,retains valuation grade omnitech info 
74964,gdp growth may settle fy 
74967,high interest rates policy log jam bite gdp growth 
74968,assigns `care aa+(so)` rating toll roads 
74969,maintains fair value vipul 
74970,assigns valuation grade savera industries 
74971,revises fair value omaxe 
74972,maintains valuation grade arss infra 
74974,gdp growth may remain similar levels fy 
74976,revises fair value chaman lal setia 
74977,assigns valuation grade insecticides 
74978,assigns fair value power corp 
74979,indian banking system continues display resilience 
74982,indian cos must adopt prudent water mgmt policies 
74984,aggressive bidding still prevails road sector 
74986,oil & gas- refining margins pressure 
74990,revises lakshmi cotsyns fair value 
74991,lowers fair value time technoplast 
74993,decreases fair value sanwaria agro oil 
74994,assigns valuation grade krbl 
74995,maintains fair dynamatic technologies 
75000,low base effect boosts cement volumes nov 
75002,step back govt set back 
75006,impact euro crisis slowdown 
75007,affirms `fitch aa-(ind)` rating ing vysya bank 
75008,alpha trade 
75012,nifty may correct up 
75017,assigns fundamental grade ttk prestige 
75019,rbis provisioning norms rejig unlikely hit mfi profits 
75021,assigns fair value thangamayil 
75022,revises fair value rpg life sciences 
75023,fdi limit set hike cable industry 
75028,risks lease rental discounting loans 
75029,cuts gdp growth 
75030,cds catalyse indian bond markets 
75032,upgrades ashiana housing`s fundamental grade 
75035,federal bank enjoys relatively high nim 
75036,assigns fundamental grade dolphin offshore 
75038,rbi may slash crr bps 
75040,iip growth slumps broad sectoral slowdown 
75041,de-growth oct iip led broad-based slowdown output 
75042,higher realization sealing cracks cement cos 
75043,alpha trade 
75048,picks nmdc coal moil 
75049,new packaging norm adverse impact britannia hul 
75052,assigns valuation grade panacea biotec 
75053,itc acc top trading picks 
75054,assigns fair value everest kanto 
75055,assigns fair value monnet ispat 
75056,assigns valuation grade parsvnath developers 
75057,assigns valuation grade mbl infra 
75058,assigns valuation grade visaka industries 
75059,assigns fundamental grade kanpur plastipacks 
75060,nifty may rally up 
75061,
75062,
75064,inflation may moderate around dec 
75065,investors shunning power stocks explains 
75071,demand tractors benefit m&m return likely 
75073,alpha trade 
75077,credit growth may remain fy 
75080,maintains fundamental grade elder pharma 
75086,mumbai realty 
75087,maintains fundamental grade insecticides 
75088,revises fair value msp steel 
75094,construction sector another brick wall 
75098,passenger vehicle sales grow cagr fy 
75100,handpicks l&t thermax voltas greaves cotton 
75102,maintains fundamental grade elecon engg 
75103,reboot portfolio stocks 
75107,power projects facing significant fuel risks 
75110,keshav`s view gold silver copper aluminum 
75123,losses trim nifty companies profits 
75128,pair trade 
75134,launches core inflation indicator 
75137,ebitda margins drop bps fy 
75140,assigns aaa + lt st instruments ril 
75144,
75146,rbi`s basel iii norms strengthen banks` capitalisation 
75147,corporate india`s interest paying ability -year low 
75154,securities` ideas cy 
75155,assigns eb eb + ap grades hbs` mba program 
75165,alpha trade 
75167,mf aum numbers released amfi quarter ended dec 
75172,revises fortis healthcare`s fundamental grade 
75173,assigns valuation grade dhunseri petrochem 
75174,expect rupee settle range versus dollar 
75177,coal indias new pricing policy impact cement stocks 
75179,housing undeterred rough seas 
75185,global`s view renuka sugars hcc sintex industries 
75191,suvs steal show auto expo 
75195,omc`s under-recoveries trillion 
75200,nifty may rally up 
75207,
75216,automobile monthly sales update dec 
75218,cement utilization rate may remain around fy e 
75219,currency depreciation cause auto industry 
75220,iip nov expansion exceeds expectations 
75221,assigns fair value ttk prestige 
75222,assigns valuation grade dcb 
75223,outlook indian cement manufacturers 
75231,nifty may correct 
75237,expect higher restructuring psus 
75244,downgrades outnumber upgrades eight quarters 
75245,inflation eases -month low 
75246,hike coal prices led spike cement prices 
75247,outlook indian construction sector 
75249,remuneration norms not harsh banks 
75258,colgate palmolive hcl tech top trading picks 
75260,assigns fundamental grade pondy oxides 
75261,urea set surge farmers 
75263,new businesses drive profits houses 
75273,indian real estate sector outlook 
75284,
75285,expect gradual recovery economy fy 
75290,capacity addition power slowdown 
75291,affirms nhpc bbb- outlook stable 
75292,economic growth may moderate fy 
75295,global`s view tcs 
75299,global`s view hcl tech 
75304,research`s view dewan housing 
75306,nifty may rally up 
75314,outlook indian oil gas sector 
75318,cement prices north catches cold central & west inch up 
75328,technical outlook fortnight 
75329,assigns fundamental grade dolphin offshore 
75330,maintain fair value century plyboards 
75339,maintains fundamental grade symphony 
75348,assigns fair value kewal clothing 
75357,nifty may rally up 
75369,assigns valuation grade phoenix mills 
75370,maintains fair value somany ceramics 
75371,assigns valuation grade electrosteel 
75376,policy easing begins upward risks inflation persist 
75391,assigns valuation grade ttk prestige 
75392,assigns valuation grade thangamayil 
75397,maintains fair value supreme industries 
75398,assigns valuation grade sterlite tech 
75399,assigns valuation grade hero motocorp 
75401,capex likely indian fertiliser companies 
75424,outlook indian pharmaceutical sector 
75429,retains valuation grade marg 
75443,expect pressure profit margins sugar mills 
75447,refining margins recover gasoline spreads increase 
75448,logistics industry may grow year 
75452,assigns valuation grade fluorine 
75456,maintains fundamental grade shriram city 
75463,outlook indian textiles sector 
75464,higher education space witness overhaul 
75487,maintains valuation grade eclerx 
75488,lowers fair value somany ceramics 
75489,maintains fair value e investments 
75490,maintains fair value kewal 
75492,maintains fair value omkar speciality 
75493,sc verdict scam 
75494,auto sales 
75496,india`s healthcare sector grow slower pace 
75501,maintains valuation grade sterlite tech 
75502,maintains zylog systems` fair value 
75505,supreme court verdict telecom licences 
75514,maintains valuation grade diamines 
75526,telecom 
75527,outlook indian 
75542,cement dispatch data month january 
75552,retains valuation grade ashiana housing 
75574,maintains fundamental grade everest kanto 
75575,maintains valuation grade ntpc 
75577,revises pfc`s fair value 
75592,nifty may correct up 
75593,advance estimates 
75602,indias growth slowdown 
75616,assigns valuation grade responsive inds 
75617,maintains fair value maithan alloys 
75626,nifty may rally up 
75638,revises phillips carbons fair value 
75641,placed debt instruments manappuram fin watch 
75654,iip 
75655,nifty may rally up 
75659,maintains valuation grade omaxe 
75672,affirms punjab national bank bbb- stable 
75679,maintains valuation grade chem 
75680,iip growth momentum may remain subdued coming months 
75693,iip dec pace growth slows 
75695,iip 
75696,maintains valuation grade zylog systems 
75698,maintains valuation grade rainbow papers 
75717,maintains valuation grade harrisons 
75719,maintains valuation grade c&c construct 
75733,demand pressures inflation begin ease 
75748,wpi inflation eases 
75756,maintains fundamental grade era infra engg 
75757,maintains valuation grade sanwaria agro 
75758,retains valuation grade panacea biotec 
75759,maintains fair value infinite computer 
75760,maintains fair value mbl infrastructure 
75761,maintains valuation grade sanghvi forging 
75769,maintains valuation grade spanco 
75777,reveals stocks 
75780,maintains fair value dhunseri petrochem 
75781,revises apollo hospitals fair value 
75789,f&o check 
75798,maintains lakshmi cotsyns fair value 
75799,maintains fair value maharaja shree 
75800,maintains krbls fair value 
75801,assigns valuation grade knr construction 
75822,migrates karur vysya non-monitored category 
75823,maintains fair value monnet ispat 
75824,maintains fair value dynamatic tech 
75827,crisils audited results fy 
75832,maintains fair value dhanuka agritech 
75842,nifty may rally up 
75852,trading picks week 
75865,cements prices spike west 
75876,assigns fundamental grade gitanjali gems 
75877,retains valuation grade electrosteel cast 
75878,maintains fundamental grade jm 
75879,retains fortis healthcares fair value 
75880,maintains fair value sangam 
75881,upbeat cement recommends lakshmi 
75884,fiscal deficit 
75885,macro headwinds changing impact limited 
75898,lowers century plyboards` fair value 
75899,lowers maithan alloys` fair value 
75902,budget 
75903,bang`s view vivimed labs 
75912,revises fundamental grade diamines` 
75918,major nbfcs 
75919,telecom- gsm net subscriber addition momentum continues 
75920,lowers everest kanto cylinder`s fair value 
75921,maintains supreme industries` fair value 
75922,assigns valuation grade sanwaria agro oils 
75923,assigns valuation grade insecticides 
75925,
75932,trading picks 
75933,hike regulated fuel prices inevitable 
75935,impact iran crisis 
75939,natural gas 
75942,nifty may correct up 
75943,economic survey 
75946,indian road sector 
75947,affirms bb+ rating vedanta resources 
75949,assigns fair value technofab engg 
75950,revises zylog systems` valuation grade 
75951,maintains symphony`s fair value 
75952,fiscal deficit 
75953,maintains valuation grade sanghvi forging 
75955,maintains fair value abg shipyard 
75956,retains thangamayil jewellery`s fair value 
75957,retains parsvnath developers fair value 
75958,ready-made garment exporters upbeat despite slowdown 
75959,loan growth slowdown prevail banks 
75960,maintains valuation grade vipul 
75961,retains valuation grade omnitech info 
75962,increases fair value monnet ispat 
75973,nifty move upto 
75974,fiscal deficit 
75977,cement dispatch data month february 
75978,revises knr construction`s fair value 
75982,assigns fundamental grade responsive inds 
75983,maintains fair value gandhimathi appl 
75985,maintains fair value pondy oxides 
75986,maintains fair value time technoplast 
75987,retains fluorine`s fair value 
75988,maintains valuation grade industries 
75989,maintains fair value jbf industries 
75990,maintains valuation grade harrisons 
75991,lowers dolphin offshore`s fair value 
75996,reviews aluminium sector upbeat sterlite 
75997,growth still not vicinity construction 
75999,auto monthly sales update feb 
76000,retains fair value somany ceramics 
76001,nifty may rally upto 
76003,revises shriram city union`s fair value 
76004,revises maharaja shree umaid`s fair value 
76008,iip 
76009,iip growth january 
76010,lpg under-recovery time high 
76017,railway ups freights sharply cement hit 
76019,credit growth industry decelerated 
76020,diesel hike easily absorbed 
76021,banks 
76024,expect iip growth ease feb 
76029,retains mbl infrastructure`s fair value 
76031,assigns aa(so) rating gmr jadcherla`s ncd issue 
76033,wpi inflation may print mar 
76036,policy flip-flop cotton exports adds sector woes 
76037,budget expectations 
76039,earnings growth may continue pharma stocks 
76041,toll roads 
76043,expect rbi leave repo rate unchanged mar 
76046,expect deposits grow 
76048,underlying demand remains weak steel 
76057,auto 
76058,cuts chemical`s fair value 
76059,revises butterfly`s valuation grade 
76060,assigns fundamental grade dewan housing 
76065,indian tyre sector 
76066,nifty may correct up 
76067,
76073,maintains fair value dcb 
76078,research`s view usha 
76080,banking 
76084,regulations significantly moderate gold loan cos growth 
76085,rbi norms impact growth profitability gold loan cos 
76086,research`s view tech mahindra satyam merger 
76090,outlook heidelberg cement cement 
76091,upbeat madras cement cements ambuja cements 
76092,loan deposit growth moderate indian banks 
76093,delta corp setting up casino daman 
76095,alembic pharmas pat expected grow 
76096,research`s view page industries 
76101,assigns fundamental grade ismt 
76108,nifty may rally up 
76110,maintains dolphin offshore`s fair value 
76114,punjab national bank market performer 
76116,research`s view visa steel 
76120,hotels industry finish fy weaker note 
76122,domestic sugar industry remain surplus sy 
76123,expect gdp grow around fy 
76124,assigns fundamental grade emmbi polyarns 
76125,natural gas 
76127,ebitda margins drop bps fy 
76131,expect credit growth fy 
76133,maintains fundamental grade elder pharma 
76138,downgrades central bank india`s tier ii bonds 
76142,auto industry likely grow fy 
76144,auto cos end fy high note 
76145,revises various bond programmes obc 
76148,credit default rate indian cos decade high 
76152,metal prices continue soften 
76154,downgrades various bonds programmes uco bank 
76155,technical outlook bata havells sesa goa 
76165,assigns fundamental grade hsil 
76166,expect auto sales remain weak across segments 
76167,trade pharma stocks ahead earnings 
76172,directive won`t relieve coal shortage issue 
76173,national manufacturing policy targets looks unachievable 
76174,raising manufacturing employment report 
76175,assigns valuation grade century plyboards 
76176,check value picks cement pack 
76177,retains fair value somany ceramics 
76178,march aum plunges lowest since june 
76183,expect liquidity conditions remain tight fy 
76189,iip 
76190,comments feb iip numbers 
76191,outlook light medium heavy commercial vehicles 
76192,interest rates 
76194,sector right 
76200,crompton greaves affirmed aa+(ind) stable 
76201,dena bank affirmed aa-(ind) outlook stable 
76208,gdp growth remain tepid 
76210,expect fy iip growth around 
76217,expect wpi inflation average fy 
76218,pat up crore yoy 
76219,stubborn inflation makes rate cut risky 
76224,oil&gas sector preview fy 
76228,repo rate crr cuts may restricted bps fy 
76229,rbi`s repo rate cut boost economic growth 
76230,reaffirms fundamental grade monnet ispat 
76231,indian auto 
76232,realty 
76233,no signs crack asset quality banks yet 
76236,another strong quarter likely pharma 
76237,monetary policy reverse gear early fast 
76239,deposit growth may remain muted fy around 
76242,monthly auto report march 
76246,suggests strategy play april expiry 
76247,
76249,auto sector preview 
76255,upbeat hindustan zinc 
76256,maintains fundamental grade eclerx serv 
76258,domestic sugar output outstrip demand 
76259,assigns valuation grade krbl 
76282,metal pieces may show strength cy 
76283,revises lakshmi cotsyn`s fair value 
76299,maintains fair value dcb 
76300,yes bank market performer target 
76313,reserve re-farming 
76316,research`s view geometric 
76324,expect growth turnaround 
76364,add nestle 
76365,revises panacea biotec`s fundamental grade 
76402,migrates delton cables non-monitored category 
76404,industry credit still shows resilience 
76408,basel iii guidelines impact banks 
76410,maintains fundamental grade hero motocorp 
76411,assigns valuation grade fluorine 
76412,maintains sterlite technologies` fair value 
76413,higher provisioning increase insurers losses bn 
76424,emkay`s stocks boost portfilio 
76427,auto 
76429,steel 
76430,stability scores re-organisation tcs hcl tech shine 
76441,indonesia curbs unprocessed metal exports 
76442,indian gems jewellery 
76443,construct bull call spread strike 
76444,back vogue 
76451,bharti airtel glitters cloudy regulatory environment 
76452,maintains fair value supreme industries 
76454,reiterates fundamental grade ttk prestige 
76455,maintains fundamental grade symphony 
76482,iip 
76483,
76500,march iip saw unexpected contraction 
76523,assigns fundamental grade sutlej textile 
76538,revises ntpc`s fair value 
76539,assigns fair value ttk prestige 
76540,revises sterlite technologies` fair value 
76541,revises hero motocorp`s fair value 
76564,maintains monnet ispat`s fair value 
76576,
76584,maintains kewal kiran`s fair value 
76585,maintains century plyboards` fair value 
76588,migrates india`s shetron non-monitored category 
76589,affirms ntpcs fc idr bbb- outlook stable 
76590,petrol hike 
76598,review engineering & goods sector 
76602,petrol hike benefit omcs increase dieselisation 
76603,retains valuation grade infinite computer 
76604,maintains fundamental grade hitech plast 
76613,research`s view bharti airtel 
76614,research`s view whirlpool 
76628,global`s view tata beverages 
76634,
76635,maintains valuation grade marg 
76636,maintains fundamental grade harrisons 
76637,maintains fundamental grade c&c const 
76638,maintains fair value pondy oxides 
76646,cost cut boost sme profitability 
76648,maintains valuation grade dewan housing 
76649,maintains valuation grade thangamayil 
76650,maintains eclerx services` fair value 
76682,indian telecom sector review 
76683,celestial biolabs downgraded `fitch d(ind)` 
76684,vijaya bank downgraded `fitch aa-(ind)` stable 
76688,maintains fair value fortis healthcare 
76695,acquire coalition uk-based analytics firm 
76696,q fy gdp growth hits nine-year low 
76698,maintains fair value butterfly 
76708,construct bull call spread strike 
76709,idfc may give returns year 
76711,maintains valuation grade diamines 
76712,maintains lakshmi cotsyn`s fair value 
76713,maintains fundamental grade era infra engg 
76714,maintains fundamental grade dhunseri petro 
76728,car sales skid petrol hike 
76729,maintains valuation grade omkar speciality 
76730,maintains valuation grade spanco 
76731,assigns valuation grade phoenix mills 
76732,revises power finance`s fair value 
76733,maintains valuation grade fluorine 
76734,revises somany ceramics` fair value 
76735,maintains valuation grade shriram city 
76736,maintains valuation grade dynamatic tech 
76737,maintains fair value industries 
76739,lowers india`s gdp growth 
76740,maintains fair value sangam 
76754,indian steel producers margins remain pressure 
76755,metal 
76756,banking 
76757,modest auto sales growth may 
76758,ultratech ambuja cement post robust sales may 
76760,revises gitanjali gems` fair value 
76763,revises hitech plast`s fair value 
76764,outlook steel looks shaky 
76782,solar power bids below per unit risky 
76785,two wheeler sales update may 
76786,expect subdued auto sales near term 
76787,goods 
76788,corporate performance fy 
76799,maintains fair value technofab engg 
76805,revises phillips carbons fair value 
76809,maintains dolphin offshore`s fair value 
76810,more tax diesel cars help cut petrol subsidies 
76811,maintains fair value hsil 
76816,nifty may rally up 
76817,maintains fair value jbf industries 
76824,infrastructure 
76825,infra not yet 
76827,monthly auto sales update may 
76828,cement dispatches back double digit growth may 
76831,amendments packaging norms breather 
76836,nifty may rally up 
76838,maintains valuation grade ashiana housing 
76839,maintains fundamental grade apollo hosp 
76840,maintains fair value industries 
76841,maintains valuation grade abg shipyard 
76847,banks likely remain pressure 
76856,iip 
76859,iip 
76860,no respite high inflation despite weak growth 
76865,cap picks icici bank bank karur vysya bank 
76868,maintains valuation grade krbl 
76872,assigns valuation zylog systems 
76873,maintains valuation grade thangamayil 
76874,revises e investments` fair value 
76875,maintains valuation grade rainbow papers 
76876,lowers knr constructions` fair value 
76881,indian auto 
76883,wpi 
76887,fortnightly metals mining sector update 
76888,assigns valuation grade kewal 
76889,assigns valuation grade astra microwave 
76891,maintains fair value sanghvi forging 
76892,maintains valuation grade responsive ind 
76893,expect rbi cut rates bps 
76894,inflation concerns take precedence growth 
76895,assigns fundamental grade astra microwave 
76896,indias euro connection 
76897,cement sector 
76901,migrates tbz non-monitored category 
76902,english indian affirmed a(ind) outlook stable 
76903,nifty may move 
76904,lowers msp steel`s fair value 
76908,nifty may rally up 
76912,gsm subscriber addition run rate remains modest 
76913,cci imposes penalty cement companies 
76914,cci imposes hefty penalties cement companies 
76929,ccis order may aid consolidation cement sector 
76932,revises ismt `s fair value 
76933,raises kanpur plastipack`s fair value 
76940,maintains valuation grade emmbi polyarns 
76941,assigns fundamental grade dhanuka agritech 
76942,maintains valuation grade butterfly 
76943,maintains valuation grade abg shipyard 
76947,revises pondy oxides` fair value 
76948,maintains fair value parsvnath 
76949,revises omnitech infosolutions` fair value 
76950,infra good blend stable cash flow 
76951,revises mbl infrastructures` fair value 
76952,options trading strategies 
76953,sme exporters enjoy higher opm domestic peers 
76955,maintains valuation grade jm 
76957,nifty may rally up 
76959,
76960,banking 
76963,dollar revenue remain subdued weak re boost growth 
76965,research`s view mobility 
76968,revises sangam india`s fair value 
76972,wellindia`s view maruti suzuki tata motors auto 
76975,monthly auto sales update june 
76976,impact rupee depreciation inc 
76977,tera software affirmed bbb(ind) stable 
76983,
76984,lower us gdp growth dent corporates credit actions 
76985,alternative scenarios us economic recovery 
76986,maintains fundamental grade ocl 
76987,stress testing integral us banks` ongoing ops 
76988,crop prices remain weak june 
76997,
76998,reviews jun auto sales 
76999,metals review 
77001,lupin target 
77009,rupee remain key savior 
77011,auto sales remain sluggish festive season
77012,maintains fundamental grade ocl 
77013,retains fundamental grade responsive ind 
77018,research`s reaction siam data 
77019,maintains jbf industries` fair value 
77020,revises insecticides india`s fair value 
77026,maintains everest kanto`s fair value 
77029,automobile 
77034,assigns fundamental grade nitesh estates 
77035,assigns fundamental grade nitesh estates 
77046,infosys 
77051,iip 
77065,maintains fundamental grade fortis health 
77066,maintains valuation grade century plyboards 
77067,maintains fair value ashiana housing 
77068,maintains industries` fair value 
77069,assigns fundamental grade magma fincorp 
77070,
77081,
77082,rbi may retain policy rates upcoming policy review 
77088,reiterates omkar speciality`s fair value 
77096,ansal housing & const upgraded `fitch bb-(ind)` stable 
77106,metal 
77131,apple samsung 
77133,maintains valuation grade dcb 
77142,maintains hero motocorp`s fair value 
77152,maintains somany ceramics` fair value 
77153,assigns fundamental grade ushdev int 
77154,sugar 
77162,restructured loan proposal would boost transparency 
77163,private sector investments running steam 
77164,book partial profit ajanta pharma 
77176,gdp growth unlikely revive fy 
77177,monsoon update 
77186,mahindra affirmed `fitch aa+(ind)` outlook stable 
77208,maintains sterlite technologies` fair value 
77209,maintains fundamental grade kewal 
77210,maintains hsil`s valuation grade 
77211,maintains valuation grade century ply 
77232,maintains valuation grade pondy oxides 
77233,reiterates ashiana housing`s fair value 
77240,expect rbi refrain cutting policy rates 
77241,expect bps policy rate cut fy 
77242,status-quo interest rates inflation concerns dominate 
77250,outlook indian steel producers remains stable 
77251,goods companies working need -year high 
77255,revises thangamayil jewellery`s fair value 
77266,
77267,
77268,cuts symphony`s fair value estimate 
77269,maintains valuation grade dewan housing 
77273,reiterates fair value century plyboards 
77274,maintains astra microwave`s valuation grade 
77277,agrochemical round-up 
77278,maintains valuation grade shriram city 
77279,maintains fluorine`s fair value 
77283,reaffirms largest indian private banks 
77289,agri outlook august 
77290,indian oil & gas upstream sector outlook 
77291,assigns valuation grade pratibha ind 
77309,
77310,auto 
77311,auto sales review 
77312,retains phoenix mills` fair value 
77313,maintains ntpcs fair value 
77314,
77315,
77333,automobile sales likely stay pressure 
77334,maintains msp steel`s fair value 
77335,maintains valuation grade technofab engg 
77338,indias new spectrum pricing drive m&a higher tariffs 
77346,revises time technoplast`s fair value 
77363,cholamandalam affirmed aa-(ind) 
77371,icras view june iip data 
77373,infosys lakshmi machine top trading picks 
77386,maintains valuation grade omkar speciality 
77389,tata beverages brewing hot 
77396,hpcl- energy ncd programme rated aa-(ind) 
77405,revises glodyne technos rating [icra]d 
77413,affirms tata motors jaguar land rover 
77433,
77438,volatility likely increase metals 
77448,revises wpi-inflation forecast 
77449,inflation moderates vegetable prices reverse uptrend 
77450,revises mindtrees outlook stable 
77454,assigns fundamental grade balmer lawrie 
77497,q report 
77508,indian fertilizer 
77509,q fy review 
77515,auto sector check 
77517,metallica 
77520,maintains valuation grade jbf industries 
77521,maintains dolphin offshore`s fair value 
77523,retains nitesh estates` fair value 
77524,affirms three kerala- based private banks 
77536,maintains power finance`s fair value 
77539,maintains fair value maharaja shree 
77540,revises phillips carbons fair value 
77542,maintains fair value panacea biotec 
77555,maintains valuation grade rainbow papers 
77571,rates bank`s senior notes `bbb-(exp)` 
77572,diesel hike vital omcs govt finances 
77588,indian tractor industry 
77594,tulip telecom downgraded `fitch bb+(ind)` 
77601,oil&gas 
77616,challenging times ahead oil marketing companies 
77620,revises indias growth forecast 
77624,expects tepid growth indian tractor sector 
77629,dena bank bob boi pnb report strong growth fy 
77631,new cpcb norms 
77639,revises fy gdp growth forecast 
77644,maintains valuation grade dhanuka agritech 
77645,revises rating ncds bank lines ptc 
77649,psu banks performance dismal fy 
77650,industry updates cement sugar pipe hospitals 
77652,maintains valuation grade pratibha ind 
77653,retains apollo hospitals fair value 
77654,maintains valuation grade parsvnath 
77655,maintains industries` fair value 
77656,maintains fair value sanghvi forging 
77658,rural indians outpace urbanites spending growth 
77660,cap handpicks stocks dull market 
77661,
77662,tata motors see pressure standalone business 
77664,gdp growth remains weak fragile 
77673,loan restructuring reach -trn mar 
77676,expect consumption growth remain moderate fy 
77687,national transition default study 
77700,two wheeler volumes remain muted 
77701,reviews auto monthly sales august 
77708,nasscom launch big data-the next big thing report 
77713,maintains insecticides` valuation grade 
77715,maintains fair value gitanjali gems 
77716,retains fortis healthcare`s fair value 
77717,retains era infra engineering`s fair value 
77718,maintains fundamental grade emmbi polyarns 
77719,maintains electrosteel castings` fair value 
77720,maintains valuation grade diamines 
77721,revises dhunseri petro`s fair value 
77722,reiterates butterfly`s fair value 
77723,auto numbers reflect signs poor demand 
77725,alpha trade 
77733,revises kanpur plastipack`s fair value 
77734,maintains fundamental grade jm 
77735,maintains fair value ismt 
77738,sees downtrend iip numbers continue 
77743,sees profits -star hotels -year low 
77747,auto 
77748,fuel hike under-recoveries record levels 
77750,expect crop protection industry report better 
77753,alpha trade 
77757,expects mute growth consumer goods segment 
77759,iip- consumer goods output remain sluggish 
77760,revises lakshmi cotsyn`s fair value 
77761,oil& gas 
77762,revises omnitech infosolutions` fair value 
77763,maintains infinite computer` valuation grade 
77764,maintains kse` fair value 
77765,maintains valuation grade supreme infra 
77766,maintains fair value sangam 
77767,maintains fundamental grade monnet ispat 
77768,demand petrol diesel cars may remain subdued 
77769,maintains fair value krbl 
77770,maintains industries` valuation grade 
77776,cement see marginal impact diesel hike 
77777,maintains fluorine valuation grade 
77778,rbi responds cautiously government reforms 
77781,revises everest kanto cylinder`s fair value 
77782,maintains supreme industries` fair value 
77783,retains knr constructions` fair value 
77788,fdi aviation 
77794,see bn inflows next years 
77797,downgrades irrigation `ind bb+` 
77806,qe dollar index boost rally base metals 
77813,views cabinet approval seb restructuring 
77814,revises thangamayil valuation grade 
77816,upbeat shree cement 
77820,new pharma policy may effect valuation drug cos 
77821,affirms srf `ind aa` stable 
77822,affirms niit `ind aa-` stable 
77824,affirms genus power infra ind a- 
77831,
77836,incs ebitda margins bottoming 
77837,affirms jubilant life sciences `ind a+` 
77842,new stores drive growth jewellery retailers 
77849,assigns fundamental grade mobility 
77851,pharma pricing policy letdown 
77853,pharma drug policy- gsk pfizer suffer more 
77858,fy credit growth may range 
77861,smallcap cement players 
77862,lower cad takes balance payments surplus 
77864,assign fundamental grade mobility 
77865,revises thangamayil jewellery`s fair value 
77866,banks 
77867,indias balance payments fy highlights 
77868,headwinds not yet metal stocks 
77869,power 
77870,downgrades intensity likely abate profit stabilises 
77872,upbeat leyland hero moto m&m tata motors 
77874,affirms tbz (delhi) `ind bb+` 
77880,banks credit growth may increase 
77885,expense education health growing faster gdp 
77886,discloses march srei infra downgrade 
77890,auto cos record bleak sales september 
77894,rec gitanjali gems top trading picks 
77901,auto sales round-up sep 
77906,assigns vishnu chemicals `ind d` rating 
77910,
77912,assigns fundamental grade sme thejo engg 
77916,jpc data shows weakness steel consumption 
77923,near term margin outlook steelmakers remain weak 
77926,lcv goods segment grew sep 
77927,banks may take upfront npv hit discom bonds 
77935,inflation remains key data market next week 
77936,expect bps rate cut remainder fy 
77937,assigns fair value bhartiya int 
77938,aluminium demand grow 
77939,cautious technology space 
77940,core inflation sticky september 
77943,affirms sundaram `ind aa+` 
77953,expect cement cos post healthy margins sep quarter 
77963,impact non-recourse debt construction cos 
77964,downgrades fundamental grade monnet ispat 
77976,downgrades hindustan dorr-oliver `ind bbb 
77990,lowers ttk prestige`s fair value 
77997,lowers msp steel`s fair value 
78000,securitisation market adapting well revised norms 
78010,metal sector likely remain volatile 
78011,maintains fair value dcb 
78014,rising affordability increases rural protein demand 
78015,assigns sterlite ncd programme ind aa+(exp) 
78016,downgrades abg shipyard `ind a-` 
78028,mehta`s view kpit cummins 
78045,maintains fair value somany ceramics 
78046,execution concerns persist construction sector 
78067,accmulate sterlite industries tgt 
78075,expect muthoot reach cr aum 
78081,revises fluorine`s fair value 
78086,cement 
78137,restructuring state discoms 
78146,hero moto volumes dip demand slowdown inventory pile-up 
78149,higher gold prices new stores boost thangamayil`s sales 
78150,maintains valuation grade symphony 
78151,magma 
78165,expects bps repo rate cut year end 
78177,higher provisioning affect banks profitability 
78178,retains fair value phoenix mills 
78181,ntpc 
78228,supreme industries 
78249,omnitech infosolutions firm ground 
78250,
78251,dewan housing 
78252,bharti airtel container corp technical picks 
78274,inc peformed fy far 
78291,timely execution boosts pratibha inds performance 
78294,downgrades bilcare `ind bbb+` 
